"price","dist1","dist2","dist3","rooms","square","floor","type1","type2","type3"
"25 000 грн","ЖК Подол Град","Поділ","Подільський","2 кімнати","50 / - / 6 м²","поверх 2 з 6","спец. проект","монолітно-каркасний","2015"
"12 000 грн","Нова забудова","Печерський","Київ","1 кімната","32 / - / 7 м²","поверх 5 з 9","чеський проект","панельні","1967"
"13 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","37 / - / 9 м²","поверх 19 з 25","спец. проект","панельні","2017"
"10 000 грн","Деміївка","Голосіївський","Київ","2 кімнати","50 / - / 9 м²","поверх 6 з 9","чеський проект","панельні","1974"
"9 000 грн","Деміївка","Голосіївський","Київ","1 кімната","40 / - / 10 м²","поверх 7 з 7","гостинка","цегляний будинок",""
"7 000 грн","Ґалаґани","Святошинський","Київ","1 кімната","34 / - / 7 м²","поверх 2 з 9","гостинка","цегляний будинок","1977"
"28 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","50 / - / 18 м²","поверх 12 з 22","","",""
"34 352 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","75 / - / 20 м²","поверх 23 з 27","спец. проект","монолітно-каркасний","2014"
"38 169 грн","ЖК Малахіт","Солом'янка","Солом'янський","2 кімнати","45 / - / 30 м²","поверх 25 з 25","спец. проект","монолітно-каркасний","2016"
"19 085 грн","Голосіїво","Голосіївський","Київ","1 кімната","50 / - / 12 м²","поверх 2 з 17","спец. проект","монолітно-каркасний","2002"
"13 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","33 / - / 10 м²","поверх 2 з 9","спец. проект","монолітно-каркасний","2019"
"21 500 грн","ЖК Срібна Вежа","Лук'янівка","Шевченківський","2 кімнати","50 / - / 10 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","2015"
"171 760 грн","ЖК Busov Hill","Звіринець","Печерський","2 кімнати","122 / 80 / 40 м²","поверх 9 з 14","спец. проект","монолітно-каркасний","2018"
"38 169 грн","ЖК Alter Ego","Черепанова гора","Печерський","1 кімната","55 / 40 / 14 м²","поверх 9 з 24","","",""
"21 000 грн","Старий Київ","Шевченківський","Київ","1 кімната","29 / 20 / 8 м²","поверх 2 з 4","цегляний будинок","",""
"34 352 грн","Історичний центр","Шевченківський","Київ","2 кімнати","56 / 25 / 25 м²","поверх 4 з 4","","",""
"25 000 грн","Нивки","Шевченківський","Київ","2 кімнати","63 / 25 / 18 м²","поверх 17 з 25","","",""
"16 000 грн","Солдатська слобідка","Шевченківський","Київ","1 кімната","30 / 15 / 8 м²","поверх 9 з 9","цегляний будинок","1966",""
"34 352 грн","ЖК Тридцять восьма перлина","Нова забудова","Голосіївський","2 кімнати","51 / 30 / 12 м²","поверх 15 з 22","спец. проект","монолітно-каркасний","2019"
"28 000 грн","ЖК Cardinal","Нова забудова","Печерський","1 кімната","51 / 25 / 20 м²","поверх 13 з 20","спец. проект","монолітно-каркасний","2019"
"38 169 грн","ЖК RiverStone","Позняки","Дарницький","2 кімнати","65 / 18 / 25 м²","поверх 20 з 22","спец. проект","монолітно-каркасний","2012"
"38 169 грн","Київ","","","2 кімнати","52 / 20 / 15 м²","поверх 6 з 36","","",""
"21 375 грн","Теремки-1","Голосіївський","Київ","1 кімната","44 / 24 / 20 м²","поверх 3 з 8","серія КС","цегляний будинок","1996"
"17 000 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","41 / 18 / 12 м²","поверх 22 з 32","спец. проект","монолітно-каркасний","2013"
"22 902 грн","ЖК Французький квартал","Нижній Печерськ","Печерський","1 кімната","42 / 20 / 10 м²","поверх 14 з 14","спец. проект","монолітно-каркасний","2015"
"26 000 грн","ЖК Botanic Towers","Нова забудова","Шевченківський","2 кімнати","65 / 45 / 8 м²","поверх 4 з 21","спец. проект","монолітно-каркасний","2008"
"23 900 грн","Шулявка","Шевченківський","Київ","2 кімнати","55 / 20 / 22 м²","поверх 21 з 25","хрущівка","цегляний будинок","1965"
"17 000 грн","ЖК вул. Малиновського, 8","Оболонь","Оболонський","1 кімната","45 / 30 / 10 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2014"
"30 154 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","50 / 25 / 20 м²","поверх 12 з 27","спец. проект","монолітно-каркасний","2016"
"20 900 грн","ЖК Manhattan city","Київ","","1 кімната","26 / 12 / 6 м²","поверх 30 з 36","2021","",""
"20 000 грн","ЖК Нивки-Парк","Ґалаґани","Святошинський","1 кімната","35.3 / 30 / 5 м²","поверх 12 з 20","спец. проект","монолітно-каркасний","2019"
"17 000 грн","Лук'янівка","Шевченківський","Київ","2 кімнати","60 / 37 / 8 м²","поверх 3 з 7","сталінка","цегляний будинок","1959"
"45 803 грн","ЖК New York Concept House","Нова забудова","Голосіївський","2 кімнати","60 / 55 / 5 м²","поверх 15 з 21","спец. проект","монолітно-каркасний","2018"
"16 000 грн","ЖК вул. Вірменська, 6а","Харьківський","Дарницький","1 кімната","50 / 23 / 18 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2016"
"11 500 грн","ЖК Молодіжний квартал","Осокорки","Дарницький","1 кімната","43.5 / 20 / 9 м²","поверх 13 з 25","АППС","утеплена панель","2012"
"9 000 грн","Позняки","Дарницький","Київ","2 кімнати","55 / 30 / 9 м²","поверх 9 з 10","серія 96","утеплена панель","1993"
"34 352 грн","ЖК Корона Печерська","Печерськ","Печерський","2 кімнати","88 / 40 / 12 м²","поверх 13 з 25","спец. проект","монолітно-каркасний","2005"
"12 000 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","50 / 31 / 7 м²","поверх 4 з 5","сталінка","цегляний будинок","1956"
"13 000 грн","Академмістечко","Святошинський","Київ","2 кімнати","48 / 29 / 8.5 м²","поверх 9 з 16","БПС","утеплена панель","1975"
"8 000 грн","Голосіїво","Голосіївський","Київ","1 кімната","30 / 18 / 8 м²","поверх 2 з 5","хрущівка","цегляний будинок","1965"
"23 000 грн","ЖК Respublika","Теремки","Голосіївський","2 кімнати","42 / 1 / 1 м²","поверх 6 з 7","спец. проект","монолітно-каркасний","2019"
"14 000 грн","Лівобережний масив","Дніпровський","Київ","2 кімнати","60 / 30 / 8 м²","поверх 1 з 14","спец. проект","цегляний будинок","1975"
"22 902 грн","Солом'янський","Київ","","2 кімнати","50 / 34 / 10 м²","поверх 3 з 3","","",""
"22 000 грн","Академмістечко","Святошинський","Київ","2 кімнати","47 / 25 / 11 м²","поверх 5 з 6","","",""
"12 000 грн","ЖК Воздвиженка","Поділ","Подільський","1 кімната","22 / 15 / 4 м²","поверх 8 з 8","спец. проект","цегляний будинок","2009"
"10 000 грн","Осокорки","Дарницький","Київ","2 кімнати","55 / 30 / 8 м²","поверх 13 з 16","серія Т","утеплена панель","1995"
"12 500 грн","Осокорки","Дарницький","Київ","1 кімната","55 / 23 / 12 м²","поверх 6 з 25","спец. проект","монолітно-каркасний",""
"30 536 грн","ЖК Тридцять восьма перлина","Нова забудова","Голосіївський","2 кімнати","45 / 30 / 10 м²","поверх 15 з 22","спец. проект","монолітно-каркасний","2019"
"12 000 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","38 / 18 / 8 м²","поверх 7 з 25","спец. проект","панельні","2016"
"20 000 грн","Оболонь","Оболонський","Київ","2 кімнати","65 / 30 / 16 м²","поверх 12 з 12","спец. проект","цегляний будинок","1997"
"14 000 грн","Оболонь","Оболонський","Київ","2 кімнати","57 / 40 / 8 м²","поверх 14 з 16","серія Т","утеплена панель","1982"
"8 000 грн","Русанівка","Дніпровський","Київ","1 кімната","41 / 25 / 10 м²","поверх 11 з 16","спец. проект","цегляний будинок","1970"
"11 000 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","1 кімната","34 / 18 / 7 м²","поверх 11 з 16","БПС","утеплена панель","1974"
"53 437 грн","ЖК Skyline","Нижній Печерськ","Печерський","2 кімнати","70 / 40 / 30 м²","поверх 5 з 26","спец. проект","монолітно-каркасний","2015"
"45 803 грн","Київ","","","1 кімната","50 / - / 25 м²","поверх 26 з 30","","",""
"13 000 грн","Осокорки","Дарницький","Київ","1 кімната","60 / - / 12 м²","поверх 5 з 16","спец. проект","монолітно-каркасний","2004"
"15 000 грн","Голосіївський","Київ","","2 кімнати","45 / - / 22 м²","поверх 7 з 10","цегляний будинок","",""
"16 500 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","37 / - / 7 м²","поверх 6 з 15","спец. проект","монолітно-каркасний","2013"
"16 000 грн","ЖК Академ-квартал","Святошинський","Київ","2 кімнати","38 / - / 10 м²","поверх 3 з 24","","",""
"12 000 грн","ЖК Welcome Home на Ревуцького","Осокорки","Дарницький","1 кімната","25 / - / 5 м²","поверх 27 з 27","спец. проект","панельні","2019"
"14 000 грн","ЖК Харківський","Харьківський","Дарницький","1 кімната","36 / - / 10 м²","поверх 11 з 24","спец. проект","цегляний будинок","2018"
"17 000 грн","ЖК Нивки-Парк","Ґалаґани","Святошинський","1 кімната","37 / - / 10 м²","поверх 10 з 20","спец. проект","монолітно-каркасний","2021"
"23 000 грн","ЖК Метрополіс","Теремки-1","Голосіївський","1 кімната","43 / - / 15 м²","поверх 14 з 32","спец. проект","монолітно-каркасний","2021"
"11 000 грн","Звіринець","Печерський","Київ","1 кімната","28 / - / 7 м²","поверх 9 з 9","гостинка","цегляний будинок","1971"
"8 000 грн","Соцмісто","Дніпровський","Київ","2 кімнати","36 / - / 7 м²","поверх 2 з 5","хрущівка","панельні",""
"16 000 грн","Позняки","Дарницький","Київ","2 кімнати","55 / - / 9 м²","поверх 5 з 16","панельні","",""
"15 500 грн","Харьківський","Дарницький","Київ","2 кімнати","50 / - / 8 м²","поверх 5 з 9","серія 134","утеплена панель","1986"
"16 000 грн","ЖК Зарічний","Позняки","Дарницький","1 кімната","35 / - / 10 м²","поверх 22 з 25","","",""
"28 000 грн","ЖК бул. Лесі Українки, 7б","Печерськ","Печерський","2 кімнати","68 / - / 12 м²","поверх 7 з 27","спец. проект","монолітно-каркасний","2010"
"38 169 грн","ЖК Central Park","Нова забудова","Печерський","1 кімната","72 / - / 45 м²","поверх 8 з 23","спец. проект","монолітно-каркасний","2015"
"57 254 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","65 / - / 18 м²","поверх 9 з 30","","",""
"17 500 грн","ЖК Галактика","Лівобережний масив","Дніпровський","2 кімнати","52 / - / 21 м²","поверх 18 з 26","цегляний будинок","2020",""
"16 000 грн","ЖК вул. Володі Дубініна, 5/15, 7/14","Голосіїво","Голосіївський","1 кімната","40 / 25 / 15 м²","поверх 4 з 9","спец. проект","монолітно-каркасний","2015"
"30 536 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","1 кімната","50 / 20.7 / 13.5 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2013"
"20 000 грн","ЖК Харківський","Харьківський","Дарницький","2 кімнати","50 / 26 / 20 м²","поверх 20 з 22","спец. проект","цегляний будинок","2018"
"34 352 грн","ЖК Тридцять восьма перлина","Нова забудова","Голосіївський","1 кімната","55 / 20 / 20 м²","поверх 19 з 24","спец. проект","монолітно-каркасний","2019"
"34 000 грн","ЖК Славутич","Позняки","Дарницький","2 кімнати","50 / 32 / 14 м²","поверх 20 з 26","спец. проект","монолітно-каркасний","2018"
"12 500 грн","Оболонь","Оболонський","Київ","2 кімнати","52 / 30 / 8 м²","поверх 1 з 9","серія 96","утеплена панель","1977"
"15 000 грн","ЖК Академ-квартал","Святошинський","Київ","2 кімнати","61 / 38 / 12.5 м²","поверх 20 з 25","","",""
"45 803 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","77 / 48 / 20 м²","поверх 7 з 23","спец. проект","монолітно-каркасний","2010"
"13 000 грн","ЖК Рів'єра","Нижні сади","Дарницький","1 кімната","38 / 20.7 / 9.1 м²","поверх 10 з 11","спец. проект","монолітно-каркасний","2017"
"17 000 грн","ЖК Космополітен","Шулявка","Шевченківський","2 кімнати","51 / 25 / 19 м²","поверх 4 з 25","спец. проект","цегляний будинок","2011"
"18 000 грн","ЖК Артеміда","Північно-Броварський (Комсомольський)","Дніпровський","1 кімната","60 / 30 / 15 м²","поверх 20 з 25","спец. проект","монолітно-каркасний","2014"
"26 719 грн","Печерськ","Печерський","Київ","2 кімнати","64 / 43 / 6 м²","поверх 3 з 7","сталінка","цегляний будинок","1958"
"14 999 грн","Біличі","Святошинський","Київ","2 кімнати","50 / 40 / 10 м²","поверх 8 з 16","АППС","утеплена панель","1993"
"23 900 грн","ЖК Нивки-Парк","Святошинський","Київ","2 кімнати","72 / 38 / 20 м²","поверх 9 з 17","","",""
"24 000 грн","ЖК Метрополіс","Голосіївський","Київ","2 кімнати","46 / 16 / 12 м²","поверх 13 з 34","","",""
"11 000 грн","Липки","Печерський","Київ","1 кімната","40 / 20 / 6 м²","поверх 1 з 6","сталінка","цегляний будинок","1949"
"38 169 грн","ЖК Новопечерська Вежа","Печерський","Київ","2 кімнати","55 / 25 / 20 м²","поверх 11 з 26","","",""
"10 000 грн","Соцмісто","Дніпровський","Київ","2 кімнати","67 / 32 / 10 м²","поверх 8 з 12","спец. проект","панельні","1996"
"18 000 грн","Поділ","Подільський","Київ","1 кімната","42 / 17 / 7 м²","поверх 2 з 4","дореволюційний","цегляний будинок","1917"
"9 000 грн","Оболонь","Оболонський","Київ","1 кімната","40 / 17 / 8 м²","поверх 8 з 16","БПС","утеплена панель","1982"
"21 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","58 / 40 / 8 м²","поверх 4 з 7","дореволюційний","цегляний будинок","1914"
"11 500 грн","Голосіїво","Голосіївський","Київ","2 кімнати","49 / 32 / 7 м²","поверх 3 з 9","цегляний будинок","1966",""
"16 000 грн","ЖК Нивки-Парк","Святошинський","Київ","1 кімната","37 / 28 / 5 м²","поверх 12 з 20","","",""
"8 600 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","2 кімнати","50 / 34 / 7 м²","поверх 3 з 9","панельні","1970",""
"33 000 грн","ЖК Голосіїво","Деміївка","Голосіївський","2 кімнати","98 / 35 / 21 м²","поверх 7 з 25","спец. проект","монолітно-каркасний","2008"
"23 000 грн","ЖК Сонячна Рів'єра","Лівобережний масив","Дніпровський","2 кімнати","54 / 22 / 16 м²","поверх 7 з 30","цегляний будинок","2020",""
"14 500 грн","Печерськ","Печерський","Київ","1 кімната","25 / 20 / 2 м²","поверх 4 з 9","цегляний будинок","1965",""
"9 700 грн","ЖК вул. Вірменська, 6а","Харьківський","Дарницький","1 кімната","23 / 20 / 3 м²","поверх 25 з 26","спец. проект","монолітно-каркасний","2016"
"9 000 грн","Оболонь","Оболонський","Київ","1 кімната","37 / 19 / 8 м²","поверх 5 з 9","гостинка","утеплена панель","1981"
"19 000 грн","Нова забудова","Голосіївський","Київ","1 кімната","46 / 20 / 9.3 м²","поверх 4 з 6","дореволюційний","цегляний будинок","1912"
"20 000 грн","Печерськ","Печерський","Київ","2 кімнати","58 / - / 7 м²","поверх 3 з 9","цегляний будинок","1971",""
"9 000 грн","Біличі","Святошинський","Київ","2 кімнати","51 / 32 / 9 м²","поверх 6 з 10","серія 96","утеплена панель","1989"
"26 719 грн","Нова забудова","Печерський","Київ","2 кімнати","50 / 30 / 15 м²","поверх 5 з 9","цегляний будинок","1961",""
"17 000 грн","Печерськ","Печерський","Київ","2 кімнати","42 / - / 10 м²","поверх 3 з 9","цегляний будинок","1970",""
"17 000 грн","Деміївка","Голосіївський","Київ","2 кімнати","85 / - / 16 м²","поверх 17 з 18","спец. проект","монолітно-каркасний","2009"
"68 704 грн","ЖК Французький квартал","Нижній Печерськ","Печерський","2 кімнати","92 / - / 35 м²","поверх 7 з 9","спец. проект","монолітно-каркасний","2014"
"14 000 грн","Осокорки","Дарницький","Київ","2 кімнати","65 / - / 14 м²","поверх 10 з 18","спец. проект","утеплена панель","1999"
"9 990 грн","Шулявка","Шевченківський","Київ","2 кімнати","46 / - / 7 м²","поверх 5 з 5","хрущівка","цегляний будинок","1961"
"49 620 грн","Старий Київ","Шевченківський","Київ","1 кімната","116 / - / 1 м²","поверх 1 з 1","сталінка","цегляний будинок","1945"
"32 444 грн","ЖК Французький квартал","Нижній Печерськ","Печерський","2 кімнати","69.9 / - / 13.3 м²","поверх 5 з 18","спец. проект","монолітно-каркасний","2016"
"23 000 грн","Нова забудова","Голосіївський","Київ","1 кімната","55 / - / 10 м²","поверх 8 з 12","спец. проект","цегляний будинок","1993"
"20 000 грн","ЖК Метрополіс","Голосіївський","Київ","2 кімнати","67 / - / 12 м²","поверх 19 з 34","","",""
"45 803 грн","Шевченківський","Київ","","2 кімнати","71.8 / - / 10 м²","поверх 2 з 6","","",""
"17 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","50 / - / 10 м²","поверх 5 з 10","спец. проект","цегляний будинок","1973"
"64 887 грн","ЖК Central Park","Нова забудова","Печерський","2 кімнати","78 / - / 24 м²","поверх 11 з 23","","",""
"53 437 грн","ЖК Ярославів Град","Шевченківський","Київ","2 кімнати","50 / - / 10 м²","поверх 6 з 14","цегляний будинок","",""
"15 000 грн","Печерськ","Печерський","Київ","1 кімната","31 / - / 17 м²","поверх 5 з 9","гостинка","цегляний будинок","1978"
"34 352 грн","Старий Київ","Шевченківський","Київ","2 кімнати","60 / - / 20 м²","поверх 3 з 5","сталінка","цегляний будинок","1953"
"25 000 грн","ЖК вул. Провіантська, 3","Шулявка","Шевченківський","2 кімнати","96 / - / 18 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2003"
"45 803 грн","ЖК Skyline","Нижній Печерськ","Печерський","2 кімнати","70 / - / 20 м²","поверх 13 з 25","спец. проект","монолітно-каркасний","2015"
"12 000 грн","Сирець","Шевченківський","Київ","2 кімнати","46 / - / 6 м²","поверх 3 з 5","цегляний будинок","",""
"29 999 грн","ЖК бул. Лесі Українки, 7а","Печерськ","Печерський","2 кімнати","65 / - / 12 м²","поверх 6 з 24","спец. проект","монолітно-каркасний","2012"
"23 000 грн","Дарницький","Київ","","1 кімната","42 / - / 18 м²","поверх 18 з 26","монолітно-каркасний","",""
"34 352 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","42 / 25 / 12 м²","поверх 19 з 24","спец. проект","монолітно-каркасний","2017"
"22 999 грн","Нова забудова","Шевченківський","Київ","2 кімнати","54 / 30 / 6 м²","поверх 5 з 5","хрущівка","цегляний будинок","1961"
"34 352 грн","ЖК вул. Ділова, 2б","Черепанова гора","Печерський","1 кімната","57 / 30 / 10 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","2012"
"38 169 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","92 / 45 / 42 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2014"
"14 000 грн","ЖК Панорама","Ширма","Голосіївський","1 кімната","30 / 20 / 5 м²","поверх 2 з 4","спец. проект","монолітно-каркасний","2016"
"15 000 грн","Оболонь","Оболонський","Київ","1 кімната","33 / 18 / 8 м²","поверх 5 з 9","чеський проект","панельні","1973"
"13 000 грн","Оболонь","Оболонський","Київ","2 кімнати","45 / 30 / 7 м²","поверх 9 з 9","панельні","1974",""
"12 000 грн","Шулявка","Шевченківський","Київ","2 кімнати","45 / 30 / 7 м²","поверх 4 з 5","хрущівка","цегляний будинок","1960"
"19 000 грн","Липки","Печерський","Київ","1 кімната","38 / 18 / 8 м²","поверх 10 з 11","совмін","цегляний будинок","1967"
"17 000 грн","ЖК вул. Драгоманова (будмайданчики 1, 2, 3)","Позняки","Дарницький","1 кімната","48 / 18 / 12 м²","поверх 21 з 25","спец. проект","монолітно-каркасний","2013"
"29 000 грн","Липки","Печерський","Київ","2 кімнати","58 / 32 / 8 м²","поверх 3 з 5","дореволюційний","цегляний будинок","1899"
"43 895 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","87 / 45 / 16.7 м²","поверх 10 з 18","спец. проект","монолітно-каркасний","2010"
"16 800 грн","Нова забудова","Голосіївський","Київ","2 кімнати","50 / 35 / 8 м²","поверх 2 з 5","хрущівка","цегляний будинок","1960"
"21 000 грн","ЖК Respublika","Київ","","1 кімната","41 / 12.5 / 17 м²","поверх 5 з 8","2021","",""
"11 000 грн","Харьківський","Дарницький","Київ","1 кімната","32 / 25 / 7 м²","поверх 6 з 9","гостинка","цегляний будинок","1986"
"34 352 грн","ЖК Голосіїво","Деміївка","Голосіївський","2 кімнати","100 / - / 25 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","2008"
"11 500 грн","Оболонь","Оболонський","Київ","1 кімната","38 / - / 9 м²","поверх 7 з 12","серія 87","цегляний будинок","1976"
"9 999 грн","Биківня","Дніпровський","Київ","1 кімната","44 / - / 8 м²","поверх 5 з 7","цегляний будинок","",""
"41 986 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","2 кімнати","50 / 30 / 20 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","2019"
"10 000 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","2 кімнати","50 / 30 / 7 м²","поверх 3 з 10","панельні","1970",""
"13 000 грн","ЖК Акцент","Теремки-1","Голосіївський","1 кімната","50 / 19 / 19 м²","поверх 21 з 25","АППС","утеплена панель","2018"
"15 000 грн","ЖК просп. Академіка Глушкова, 92б","Теремки-1","Голосіївський","2 кімнати","55 / 17 / 13 м²","поверх 12 з 25","спец. проект","монолітно-каркасний","2014"
"22 864 грн","ЖК Срібна Вежа","Лук'янівка","Шевченківський","1 кімната","50 / 20 / 10 м²","поверх 14 з 26","спец. проект","монолітно-каркасний","2015"
"15 500 грн","ЖК просп. Академіка Глушкова, 92б","Теремки-1","Голосіївський","1 кімната","45 / 18 / 12 м²","поверх 21 з 25","спец. проект","монолітно-каркасний","2016"
"12 000 грн","ЖК Акцент","Теремки-1","Голосіївський","1 кімната","49 / 19 / 14 м²","поверх 25 з 25","АППС","утеплена панель","2018"
"30 536 грн","ЖК Сонячна брама","Голосіїво","Голосіївський","2 кімнати","80 / 38 / 12 м²","поверх 5 з 13","спец. проект","монолітно-каркасний","2010"
"15 000 грн","ЖК вул. Володі Дубініна, 5/15, 7/14","Голосіїво","Голосіївський","1 кімната","36 / 17 / 8 м²","поверх 5 з 9","спец. проект","монолітно-каркасний","2015"
"22 000 грн","Звіринець","Печерський","Київ","1 кімната","35 / 15 / 8 м²","поверх 10 з 13","совмін","цегляний будинок","1980"
"95 422 грн","Історичний центр","Шевченківський","Київ","2 кімнати","101 / 60 / 20 м²","поверх 4 з 5","дореволюційний","цегляний будинок",""
"15 000 грн","ЖК вул. Миколи Краснова, 19","Академмістечко","Святошинський","2 кімнати","72 / 39 / 12 м²","поверх 16 з 17","спец. проект","монолітно-каркасний","2012"
"12 500 грн","Оболонь","Оболонський","Київ","2 кімнати","54 / 30 / 8 м²","поверх 7 з 9","серія 96","утеплена панель","1977"
"122 141 грн","ЖК Новопечерська Вежа","Звіринець","Печерський","2 кімнати","137 / 72 / 45 м²","поверх 23 з 24","спец. проект","монолітно-каркасний","2020"
"22 000 грн","Нова забудова","Печерський","Київ","1 кімната","49 / 25 / 10 м²","поверх 6 з 6","дореволюційний","цегляний будинок","1917"
"12 500 грн","Шулявка","Шевченківський","Київ","2 кімнати","50 / 31 / 6 м²","поверх 3 з 5","спец. проект","цегляний будинок","1961"
"41 986 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","1 кімната","48 / 20 / 9 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","2019"
"10 000 грн","Харьківський","Дарницький","Київ","1 кімната","40 / 19 / 8 м²","поверх 6 з 9","серія 96","утеплена панель","1983"
"30 536 грн","ЖК вул. Підвисоцького, 4в","Чорна Гора","Печерський","1 кімната","44 / 18 / 18 м²","поверх 16 з 24","спец. проект","монолітно-каркасний","2017"
"12 998 грн","Київ","","","1 кімната","40 / 18 / 12 м²","поверх 5 з 10","","",""
"30 536 грн","ЖК Галактика","Дніпровський","Київ","1 кімната","60 м²","поверх 9 з 25","","",""
"95 422 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","2 кімнати","61 / - / 25 м²","поверх 15 з 30","","",""
"23 000 грн","ЖК Botanic Towers","Шевченківський","Київ","2 кімнати","76 / - / 24 м²","поверх 23 з 25","","",""
"47 711 грн","Нова забудова","Голосіївський","Київ","2 кімнати","64 / 30 / 20 м²","поверх 15 з 24","цегляний будинок","2023",""
"57 254 грн","ЖК Jack House","Печерськ","Печерський","2 кімнати","90 / 55 / 25 м²","поверх 8 з 33","спец. проект","монолітно-каркасний","2017"
"36 000 грн","Печерськ","Печерський","Київ","2 кімнати","75 / 60 / 15 м²","поверх 9 з 9","сталінка","цегляний будинок","1956"
"133 591 грн","ЖК Taryan Towers","Нижній Печерськ","Печерський","2 кімнати","84 / 30 / 25 м²","поверх 24 з 31","","",""
"72 521 грн","ЖК RiverStone","Позняки","Дарницький","2 кімнати","85 / 38 / 20 м²","поверх 12 з 25","спец. проект","монолітно-каркасний","2020"
"20 744 грн","Деміївка","Голосіївський","Київ","2 кімнати","50 / 26 / 15 м²","поверх 13 з 16","спец. проект","цегляний будинок","1984"
"15 000 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","50 / 34 / 8 м²","поверх 2 з 5","хрущівка","цегляний будинок","1960"
"12 000 грн","Оболонь","Оболонський","Київ","1 кімната","36 / 18 / 7.5 м²","поверх 6 з 9","серія 134","утеплена панель",""
"15 500 грн","Позняки","Дарницький","Київ","2 кімнати","80 / 36 / 16 м²","поверх 3 з 22","спец. проект","монолітно-каркасний","2004"
"14 999 грн","Лівобережний масив","Дніпровський","Київ","1 кімната","60 / 20 / 18 м²","поверх 4 з 22","спец. проект","монолітно-каркасний","2003"
"34 352 грн","ЖК Зарічний","Позняки","Дарницький","1 кімната","61 / 30 / 20 м²","поверх 17 з 25","спец. проект","монолітно-каркасний","2015"
"53 437 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","2 кімнати","60 / 41 / 19 м²","поверх 8 з 25","спец. проект","монолітно-каркасний","2019"
"17 500 грн","ЖК вул. Саперно-Слобідська, 8-14","Саперна Слобідка","Голосіївський","2 кімнати","70 / 40 / 16 м²","поверх 13 з 14","спец. проект","монолітно-каркасний","2001"
"19 000 грн","Нова забудова","Печерський","Київ","2 кімнати","45 / 35 / 10 м²","поверх 7 з 9","сталінка","цегляний будинок","1958"
"20 000 грн","ЖК Victory V","Шулявка","Шевченківський","1 кімната","30 / 15 / 15 м²","поверх 5 з 24","спец. проект","монолітно-каркасний","2018"
"28 000 грн","ЖК Метрополіс","Голосіївський","Київ","1 кімната","55 / 25 / 24 м²","поверх 5 з 33","","",""
"40 078 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","57 / 27 / 16 м²","поверх 9 з 24","спец. проект","монолітно-каркасний","2017"
"10 000 грн","Деміївка","Голосіївський","Київ","1 кімната","35 / 17 / 7 м²","поверх 5 з 5","хрущівка","цегляний будинок","1966"
"13 000 грн","ЖК Корона","Позняки","Дарницький","1 кімната","53 / 18 / 12 м²","поверх 4 з 36","спец. проект","монолітно-каркасний","2007"
"15 300 грн","Академмістечко","Святошинський","Київ","2 кімнати","64 / 37 / 18 м²","поверх 3 з 24","спец. проект","монолітно-каркасний","2006"
"32 444 грн","Нова забудова","Голосіївський","Київ","2 кімнати","60 / 45 / 15 м²","поверх 5 з 5","дореволюційний","цегляний будинок","1917"
"34 352 грн","ЖК Alter Ego","Черепанова гора","Печерський","2 кімнати","50 / 25 / 20 м²","поверх 8 з 24","спец. проект","монолітно-каркасний","2018"
