"price","dist1","dist2","dist3","rooms","square","floor","type1","type2","type3"
"25 000 грн","ЖК Зарічний","Позняки","Дарницький","1 кімната","43 / 16 / 10 м²","поверх 10 з 26","спец. проект","монолітно-каркасний","2019"
"17 000 грн","Голосіївський","Київ","","1 кімната","30 / 13 / 17 м²","поверх 18 з 25","","",""
"47 875 грн","ЖК вул. Богдана Хмельницького, 58а","Історичний центр","Шевченківський","2 кімнати","55 / 25 / 15 м²","поверх 17 з 19","спец. проект","монолітно-каркасний","2013"
"17 500 грн","ЖК просп. Академіка Глушкова, 92б","Теремки-1","Голосіївський","2 кімнати","72 / 40 / 20 м²","поверх 13 з 25","спец. проект","монолітно-каркасний","2014"
"38 300 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","1 кімната","48 / 25 / 10 м²","поверх 9 з 24","спец. проект","монолітно-каркасний","2019"
"36 385 грн","ЖК вул. Підвисоцького, 4в","Чорна Гора","Печерський","1 кімната","50 / 25 / 15 м²","поверх 22 з 25","спец. проект","монолітно-каркасний","2017"
"17 999 грн","Липки","Печерський","Київ","2 кімнати","50 / 35 / 7 м²","поверх 5 з 5","дореволюційний","цегляний будинок","1917"
"16 500 грн","Чорна Гора","Печерський","Київ","2 кімнати","46 / 23 / 8 м²","поверх 5 з 5","хрущівка","цегляний будинок","1966"
"25 661 грн","ЖМ Патріотика","Осокорки","Дарницький","2 кімнати","63 / 31 / 20 м²","поверх 12 з 25","спец. проект","панельні","2018"
"29 000 грн","Київ","","","1 кімната","55 / 30 / 18 м²","поверх 24 з 32","","",""
"26 810 грн","Черепанова гора","Печерський","Київ","2 кімнати","93 / 71 / 15 м²","поверх 4 з 6","сталінка","цегляний будинок","1954"
"40 407 грн","ЖК вул. Підвисоцького, 4в","Чорна Гора","Печерський","2 кімнати","55 / 30 / 10 м²","поверх 11 з 24","спец. проект","монолітно-каркасний","2017"
"16 000 грн","Оболонь","Оболонський","Київ","1 кімната","38 / 30 / 8 м²","поверх 3 з 9","серія 134","утеплена панель",""
"53 620 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","2 кімнати","57 / 26 / 19 м²","поверх 3 з 19","спец. проект","монолітно-каркасний","2017"
"42 130 грн","ЖК Французький квартал 2","Нова забудова","Печерський","2 кімнати","58 / 25 / 17 м²","поверх 10 з 24","спец. проект","монолітно-каркасний","2019"
"42 130 грн","ЖК Alter Ego","Київ","","2 кімнати","54 / 30 / 18 м²","поверх 12 з 26","","",""
"23 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","40 / 22 / 15 м²","поверх 2 з 8","спец. проект","монолітно-каркасний","2019"
"38 262 грн","ЖК Delmar","Чорна Гора","Київ","2 кімнати","56 / 20 / 16 м²","поверх 27 з 30","2019","",""
"38 300 грн","ЖК Smart Plaza Polytech","Шулявка","Шевченківський","2 кімнати","76 / 50 / 23 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","2017"
"17 000 грн","Нивки","Шевченківський","Київ","2 кімнати","40 / 15 / 16 м²","поверх 20 з 25","","",""
"10 000 грн","Голосіїво","Голосіївський","Київ","2 кімнати","50 / 29 / 8 м²","поверх 3 з 9","чеський проект","панельні","1972"
"35 000 грн","ЖК RiverStone","Позняки","Дарницький","1 кімната","60 / 20 / 25 м²","поверх 3 з 25","спец. проект","монолітно-каркасний","2012"
"10 000 грн","Теремки-1","Голосіївський","Київ","2 кімнати","60 / 30 / 12 м²","поверх 12 з 16","серія Т","утеплена панель","1983"
"18 000 грн","Печерськ","Печерський","Київ","1 кімната","50 / 30 / 10 м²","поверх 4 з 9","спец. проект","цегляний будинок","2006"
"28 725 грн","ЖК бул. Лесі Українки, 7б","Печерськ","Печерський","1 кімната","61 / 24 / 17 м²","поверх 20 з 20","спец. проект","монолітно-каркасний","2010"
"32 555 грн","ЖК Печерськ Плаза","Печерський","Київ","2 кімнати","59 / 35 / 15 м²","поверх 2 з 11","","",""
"13 900 грн","Осокорки","Дарницький","Київ","2 кімнати","80 / 42 / 15 м²","поверх 11 з 24","спец. проект","монолітно-каркасний","2010"
"10 500 грн","Татарка","Шевченківський","Київ","2 кімнати","50 / 30 / 10 м²","поверх 6 з 9","чеський проект","панельні","1970"
"25 000 грн","Поділ","Подільський","Київ","1 кімната","49.5 / 23 / 7 м²","поверх 3 з 6","дореволюційний","цегляний будинок","1913"
"13 000 грн","ЖК Ліко-Град 2","Теремки-2","Голосіївський","1 кімната","51 / 23 / 13 м²","поверх 11 з 16","спец. проект","цегляний будинок","2008"
"16 500 грн","Голосіїво","Голосіївський","Київ","2 кімнати","56 / 35 / 8 м²","поверх 5 з 5","сталінка","цегляний будинок","1958"
"12 500 грн","Позняки","Дарницький","Київ","1 кімната","48 / 25 / 10 м²","поверх 10 з 10","спец. проект","цегляний будинок","2001"
"16 000 грн","ЖК Метрополія","Харьківський","Дарницький","1 кімната","36 / 19 / 12 м²","поверх 2 з 26","","",""
"32 555 грн","Поділ","Подільський","Київ","1 кімната","55 / 40 / 8 м²","поверх 10 з 10","спец. проект","монолітно-каркасний","2006"
"17 400 грн","ЖК Галактика","Лівобережний масив","Дніпровський","1 кімната","47 / 20 / 16 м²","поверх 11 з 25","спец. проект","монолітно-каркасний","2019"
"16 000 грн","ЖК вул. Драгоманова (будмайданчики 1, 2, 3)","Позняки","Дарницький","2 кімнати","75 / 50 / 15 м²","поверх 16 з 25","спец. проект","монолітно-каркасний","2013"
"30 000 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","1 кімната","52 / 15 / 21 м²","поверх 9 з 25","спец. проект","монолітно-каркасний","2014"
"20 000 грн","ЖК Космополітен","Шулявка","Шевченківський","2 кімнати","72 / 40 / 15 м²","поверх 5 з 21","спец. проект","цегляний будинок","2011"
"32 000 грн","ЖК Respublika","Теремки","Голосіївський","2 кімнати","65 / 15 / 25 м²","поверх 2 з 9","спец. проект","монолітно-каркасний","2020"
"14 000 грн","Біличі","Святошинський","Київ","1 кімната","45 / 35 / 6 м²","поверх 11 з 20","АППС","утеплена панель","1990"
"14 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","45 / 30 / 6 м²","поверх 2 з 4","сталінка","цегляний будинок","1940"
"17 500 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","40 / 25 / 10 м²","поверх 4 з 32","спец. проект","монолітно-каркасний","2013"
"14 500 грн","ЖК вул. Ованеса Туманяна, 3","Лівобережний масив","Дніпровський","2 кімнати","39 / 23 / 6 м²","поверх 14 з 22","спец. проект","монолітно-каркасний","2012"
"12 500 грн","Шулявка","Шевченківський","Київ","2 кімнати","42 / 24 / 8 м²","поверх 4 з 5","хрущівка","цегляний будинок","1960"
"12 000 грн","Деміївка","Голосіївський","Київ","2 кімнати","50 / 39 / 9 м²","поверх 7 з 9","серія 96","утеплена панель","1980"
"16 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","44 / 10 / 24 м²","поверх 5 з 16","спец. проект","монолітно-каркасний","2014"
"22 000 грн","ЖК вул. Коперника, 7","Лук'янівка","Шевченківський","1 кімната","43 / 25 / 10 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2016"
"11 000 грн","Соцмісто","Дніпровський","Київ","2 кімнати","46 / 30 / 7 м²","поверх 1 з 5","хрущівка","панельні",""
"10 000 грн","Оболонь","Оболонський","Київ","1 кімната","35 / 18 / 9 м²","поверх 1 з 9","серія 96","утеплена панель","1978"
"8 000 грн","Сирець","Шевченківський","Київ","1 кімната","32 / 19 / 7 м²","поверх 1 з 5","хрущівка","цегляний будинок","1961"
"12 000 грн","ЖК вул. Ованеса Туманяна, 3","Лівобережний масив","Дніпровський","1 кімната","45 / 15 / 15 м²","поверх 19 з 25","спец. проект","монолітно-каркасний","2012"
"14 000 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","1 кімната","44 / 20 / 12 м²","поверх 11 з 18","спец. проект","монолітно-каркасний","2014"
"15 000 грн","Сирець","Шевченківський","Київ","1 кімната","30 / 15 / 6 м²","поверх 2 з 5","хрущівка","цегляний будинок","1964"
"38 300 грн","ЖК Квартет","Солом'янка","Солом'янський","2 кімнати","50 / 28 / 18 м²","поверх 17 з 27","спец. проект","монолітно-каркасний","2018"
"27 000 грн","ЖК Сонячна брама","Голосіїво","Голосіївський","2 кімнати","85 / 50 / 15 м²","поверх 12 з 15","спец. проект","монолітно-каркасний","2017"
"11 000 грн","Осокорки","Дарницький","Київ","1 кімната","37 / 16 / 9 м²","поверх 6 з 25","панельні","",""
"20 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","42 / 15 / 18 м²","поверх 5 з 7","спец. проект","монолітно-каркасний","2019"
"10 000 грн","Харьківський","Дарницький","Київ","2 кімнати","79 / 35 / 10 м²","поверх 7 з 16","серія Т","утеплена панель","1983"
"12 000 грн","Печерськ","Печерський","Київ","1 кімната","45 / 18 / 8 м²","поверх 13 з 18","совмін","цегляний будинок","1991"
"8 000 грн","Деміївка","Голосіївський","Київ","2 кімнати","46 / 25 / 6 м²","поверх 3 з 5","хрущівка","цегляний будинок","1961"
"16 500 грн","ЖК Нивки-Парк","Виноградар","Святошинський","1 кімната","37 / 25 / 12 м²","поверх 11 з 16","цегляний будинок","",""
"25 000 грн","Печерськ","Печерський","Київ","2 кімнати","98 / 55 / 17 м²","поверх 8 з 22","спец. проект","монолітно-каркасний","2004"
"13 500 грн","Деміївка","Голосіївський","Київ","1 кімната","33 / 19 / 6 м²","поверх 7 з 9","чеський проект","панельні","1972"
"10 000 грн","ЖК Східна Брама","Дарницький","Київ","1 кімната","38 / 18.2 / 10.3 м²","поверх 11 з 20","спец. проект","монолітно-каркасний",""
"12 000 грн","Сирець","Шевченківський","Київ","2 кімнати","56 / 30 / 8 м²","поверх 9 з 9","чеський проект","панельні","1973"
"19 999 грн","Київ","","","1 кімната","51 / 20 / 15 м²","поверх 5 з 25","","",""
"8 000 грн","Черепанова гора","Печерський","Київ","1 кімната","22 / 13 / 4 м²","поверх 2 з 9","гостинка","цегляний будинок","1976"
"9 500 грн","Святошино","Святошинський","Київ","1 кімната","32 / 22 / 7 м²","поверх 6 з 9","гостинка","цегляний будинок","1977"
"8 500 грн","Ґалаґани","Святошинський","Київ","1 кімната","27 м²","поверх 2 з 9","","",""
"18 000 грн","Поділ","Подільський","Київ","2 кімнати","45 м²","поверх 2 з 4","","",""
"9 000 грн","Біличі","Святошинський","Київ","1 кімната","41 / - / 7 м²","поверх 6 з 10","АППС","утеплена панель","1989"
"45 960 грн","ЖК Royal Tower","Нова забудова","Голосіївський","2 кімнати","65 / 30 / 25 м²","поверх 19 з 32","спец. проект","монолітно-каркасний","2016"
"49 790 грн","ЖК Tetris Hall","Нова забудова","Печерський","2 кімнати","55 / 30 / 25 м²","поверх 10 з 25","спец. проект","монолітно-каркасний","2016"
"38 300 грн","Нова забудова","Голосіївський","Київ","2 кімнати","50 / 30 / 20 м²","поверх 11 з 22","","",""
"26 810 грн","ЖК Park Avenue VIP","Деміївка","Голосіївський","2 кімнати","75 / - / 35 м²","поверх 12 з 23","спец. проект","монолітно-каркасний","2010"
"14 000 грн","Біличі","Святошинський","Київ","2 кімнати","87 / - / 19 м²","поверх 7 з 12","спец. проект","монолітно-каркасний","2008"
"49 790 грн","ЖК Новопечерські Липки","Чорна Гора","Печерський","1 кімната","55 / - / 18 м²","поверх 12 з 28","","",""
"12 500 грн","Голосіїво","Голосіївський","Київ","1 кімната","28 / - / 12 м²","поверх 26 з 26","","",""
"21 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","55 / - / 10 м²","поверх 2 з 5","дореволюційний","цегляний будинок","1903"
"25 000 грн","ЖК Квартет","Солом'янка","Солом'янський","2 кімнати","50 / - / 22 м²","поверх 9 з 24","спец. проект","цегляний будинок","2018"
"30 000 грн","ЖК Сонячна Рів'єра","Русанівка","Дніпровський","2 кімнати","55 / - / 13 м²","поверх 15 з 30","","",""
"16 000 грн","Черепанова гора","Печерський","Київ","1 кімната","41 / - / 8 м²","поверх 1 з 10","спец. проект","цегляний будинок","1977"
"38 300 грн","Старий Київ","Шевченківський","Київ","2 кімнати","52 / - / 8 м²","поверх 3 з 7","дореволюційний","цегляний будинок","1912"
"15 000 грн","ЖК Харківський","Харьківський","Дарницький","1 кімната","43 / - / 10 м²","поверх 13 з 22","спец. проект","цегляний будинок","2018"
"10 000 грн","Біличі","Святошинський","Київ","2 кімнати","55 / - / 9 м²","поверх 9 з 16","серія КТ","утеплена панель","1993"
"13 000 грн","Харьківський","Дарницький","Київ","2 кімнати","55 / - / 8 м²","поверх 7 з 9","панельні","",""
"13 000 грн","Осокорки","Дарницький","Київ","2 кімнати","75 / - / 14 м²","поверх 16 з 23","спец. проект","монолітно-каркасний","2004"
"13 000 грн","ЖК Елегант","Нова забудова","Шевченківський","1 кімната","27 / - / 7 м²","поверх 21 з 32","спец. проект","монолітно-каркасний","2013"
"45 960 грн","ЖК Central Park","Нова забудова","Печерський","2 кімнати","75 / - / 15 м²","поверх 10 з 25","","",""
"8 500 грн","Академмістечко","Святошинський","Київ","2 кімнати","45 / - / 6 м²","поверх 2 з 5","хрущівка","цегляний будинок","1967"
"16 500 грн","Осокорки","Дарницький","Київ","2 кімнати","70 / - / 12.8 м²","поверх 22 з 23","","",""
"76 600 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","95 / 40 / 20 м²","поверх 17 з 24","","",""
"34 432 грн","ЖК Victory V","Шулявка","Шевченківський","1 кімната","45 / 20 / 10 м²","поверх 33 з 34","спец. проект","монолітно-каркасний","2018"
"30 640 грн","ЖК Дипломат-холл","Нова забудова","Голосіївський","2 кімнати","67 / 40 / 25 м²","поверх 8 з 17","спец. проект","монолітно-каркасний","2006"
"45 960 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","2 кімнати","57 / 35 / 20 м²","поверх 2 з 10","спец. проект","монолітно-каркасний","2019"
"95 750 грн","ЖК PecherSKY","Звіринець","Печерський","2 кімнати","88 / 40 / 20 м²","поверх 14 з 26","спец. проект","монолітно-каркасний","2013"
"25 000 грн","Київ","","","2 кімнати","37 / 20 / 9 м²","поверх 4 з 8","","",""
"27 000 грн","ЖК вул. Євгена Коновальця (Щорса), 36в","Нижній Печерськ","Печерський","2 кімнати","83 / 55 / 12 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2011"
"122 560 грн","ЖК Tetris Hall","Нова забудова","Печерський","2 кімнати","73 / 50 / 10 м²","поверх 3 з 26","спец. проект","монолітно-каркасний","2019"
"35 000 грн","ЖК Новопечерська Вежа","Звіринець","Печерський","1 кімната","53 / 16 / 19 м²","поверх 4 з 24","спец. проект","монолітно-каркасний","2020"
"33 000 грн","ЖК Голосіїво","Деміївка","Голосіївський","2 кімнати","89.4 / 50 / 20 м²","поверх 19 з 22","спец. проект","монолітно-каркасний","2008"
"18 999 грн","ЖК Славутич","Позняки","Дарницький","1 кімната","41 / 18 / 12 м²","поверх 10 з 25","цегляний будинок","",""
"16 000 грн","ЖК вул. Володі Дубініна, 5/15, 7/14","Голосіїво","Голосіївський","1 кімната","40 / 25 / 15 м²","поверх 4 з 9","спец. проект","монолітно-каркасний","2015"
"41 747 грн","ЖК Ярославів Град","Шевченківський","Київ","1 кімната","50 / 30 / 20 м²","поверх 8 з 14","","",""
"55 497 грн","ЖК Park Avenue VIP","Деміївка","Голосіївський","2 кімнати","65 / 25 / 25 м²","поверх 6 з 23","цегляний будинок","",""
"16 000 грн","Липки","Печерський","Київ","1 кімната","30 / 18 / 7 м²","поверх 3 з 5","сталінка","цегляний будинок","1954"
"18 000 грн","ЖК Галактика","Лівобережний масив","Дніпровський","1 кімната","52 / 17 / 15 м²","поверх 15 з 25","спец. проект","монолітно-каркасний","2019"
"30 640 грн","Історичний центр","Шевченківський","Київ","2 кімнати","40 / 20 / 15 м²","поверх 1 з 4","сталінка","цегляний будинок","1937"
"17 999 грн","Кудрявець","Шевченківський","Київ","2 кімнати","46 / 28 / 7 м²","поверх 5 з 9","спец. проект","цегляний будинок","1968"
"15 000 грн","ЖК The Lakes","Голосіївський","Київ","1 кімната","53.7 / 18 / 12 м²","поверх 6 з 25","АППС","утеплена панель","2018"
"7 999 грн","Оболонь","Оболонський","Київ","1 кімната","40 / 18.1 / 7 м²","поверх 3 з 9","серія 134","утеплена панель","1978"
"17 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","45 / 23 / 11 м²","поверх 5 з 9","совмін","цегляний будинок","1961"
"29 000 грн","ЖК Панорама на Печерську","Нижній Печерськ","Печерський","2 кімнати","82.3 / 27.1 / 30.4 м²","поверх 17 з 25","спец. проект","монолітно-каркасний","2013"
"18 000 грн","Оболонь","Оболонський","Київ","2 кімнати","50 / 37 / 7 м²","поверх 5 з 9","панельні","1974",""
"45 960 грн","Оболонь","Оболонський","Київ","2 кімнати","90 / 65 / 22 м²","поверх 17 з 26","","",""
"20 000 грн","Липки","Печерський","Київ","2 кімнати","65 / 40 / 10 м²","поверх 3 з 7","дореволюційний","цегляний будинок","1917"
"19 000 грн","ЖК Святобор","Святошино","Святошинський","1 кімната","42 / 18 / 15 м²","поверх 23 з 27","2020","",""
"11 000 грн","Оболонь","Оболонський","Київ","1 кімната","30 / 15 / 6 м²","поверх 8 з 9","гостинка","панельні","1973"
"22 000 грн","Нижній Печерськ","Печерський","Київ","2 кімнати","60 / 50 / 7 м²","поверх 4 з 12","спец. проект","цегляний будинок","1978"
"9 800 грн","Оболонь","Оболонський","Київ","1 кімната","34 / 18 / 7.5 м²","поверх 8 з 9","серія 96","утеплена панель","1978"
"11 500 грн","Осокорки","Дарницький","Київ","1 кімната","56 / 33 / 12 м²","поверх 18 з 25","спец. проект","монолітно-каркасний","2010"
"17 500 грн","Нова забудова","Печерський","Київ","2 кімнати","55 / 30 / 7 м²","поверх 2 з 6","сталінка","цегляний будинок","1954"
"12 000 грн","Біличі","Святошинський","Київ","1 кімната","25 / 15 / 5 м²","поверх 1 з 10","АППС","утеплена панель","1993"
"13 900 грн","Шулявка","Солом'янський","Київ","2 кімнати","49 / 30 / 10 м²","поверх 2 з 9","серія 87","цегляний будинок","1974"
"49 500 грн","ЖК RiverStone","Позняки","Дарницький","2 кімнати","88 / 40 / 30 м²","поверх 13 з 23","спец. проект","монолітно-каркасний","2012"
"25 000 грн","ЖК Respublika","Київ","","1 кімната","42 / 20 / 16 м²","поверх 8 з 8","2021","",""
"11 900 грн","Оболонь","Оболонський","Київ","2 кімнати","46 / 28 / 7 м²","поверх 2 з 9","панельні","1973",""
"9 500 грн","Харьківський","Дарницький","Київ","1 кімната","25 / 14 / 6 м²","поверх 6 з 8","","",""
"42 130 грн","ЖК Сонячна брама","Голосіїво","Голосіївський","2 кімнати","84 / 40 / 16 м²","поверх 14 з 15","спец. проект","монолітно-каркасний","2014"
"19 150 грн","ЖК Рів'єра","Дарницький","Київ","2 кімнати","54 / 30 / 12 м²","поверх 8 з 10","спец. проект","монолітно-каркасний","2017"
"18 000 грн","ЖМ Патріотика","Осокорки","Дарницький","2 кімнати","70 / 50 / 12 м²","поверх 20 з 25","спец. проект","панельні","2016"
"10 700 грн","Голосіїво","Голосіївський","Київ","1 кімната","39 / 19 / 10 м²","поверх 6 з 6","спец. проект","цегляний будинок","1997"
"13 000 грн","ЖК Наш будинок","Ґалаґани","Святошинський","1 кімната","35 / 16 / 12 м²","поверх 8 з 17","","",""
"25 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","43 / 13.6 / 16 м²","поверх 7 з 9","2021","",""
"12 000 грн","Шулявка","Шевченківський","Київ","2 кімнати","45 / 24 / 6 м²","поверх 4 з 5","хрущівка","цегляний будинок","1959"
"8 990 грн","Сирець","Шевченківський","Київ","1 кімната","30 / 17 / 5 м²","поверх 2 з 5","гостинка","цегляний будинок","1972"
"12 000 грн","Нова забудова","Печерський","Київ","2 кімнати","56 / 32 / 9 м²","поверх 5 з 5","сталінка","цегляний будинок","1948"
"40 215 грн","ЖК вул. Богдана Хмельницького, 58а","Історичний центр","Шевченківський","1 кімната","64 / 50 / 13 м²","поверх 13 з 27","спец. проект","монолітно-каркасний","2013"
"18 000 грн","Звіринець","Печерський","Київ","2 кімнати","44.3 / 30.8 / 7.5 м²","поверх 4 з 5","хрущівка","панельні","1961"
"13 000 грн","Теремки-2","Голосіївський","Київ","1 кімната","45 / 18 / 9 м²","поверх 2 з 18","АППС-люкс","утеплена панель","2005"
"15 000 грн","ЖК Рів'єра Ріверсайд","Дарницький","Київ","1 кімната","36 / 15 / 10 м²","поверх 7 з 10","","",""
"10 000 грн","Оболонь","Оболонський","Київ","2 кімнати","55 / 33 / 7 м²","поверх 5 з 9","чеський проект","панельні","1976"
"23 000 грн","ЖК Славутич","Позняки","Дарницький","2 кімнати","45 / 15 / 18 м²","поверх 15 з 26","спец. проект","монолітно-каркасний","2018"
"17 000 грн","ЖК Respublika","Теремки","Голосіївський","1 кімната","35 / 1 / 1 м²","поверх 6 з 9","","",""
"84 260 грн","ЖК Chicago Central House","Нова забудова","Голосіївський","2 кімнати","60 / 15 / 25 м²","поверх 10 з 23","спец. проект","монолітно-каркасний","2019"
"16 000 грн","ЖК Метрополія","Харьківський","Дарницький","2 кімнати","48 / 20 / 15 м²","поверх 9 з 24","","",""
"26 000 грн","Поділ","Подільський","Київ","1 кімната","46 / 20 / 15 м²","поверх 3 з 10","спец. проект","цегляний будинок","2005"
"20 000 грн","Нивки","Шевченківський","Київ","1 кімната","36 / 12 / 10 м²","поверх 19 з 25","","",""
"30 640 грн","Старий Київ","Шевченківський","Київ","1 кімната","42 / 22 / 12 м²","поверх 6 з 8","спец. проект","цегляний будинок","1981"
"20 000 грн","ЖК Європа-Плаза","Нова забудова","Шевченківський","1 кімната","65 / 50 / 5 м²","поверх 19 з 22","спец. проект","монолітно-каркасний","2007"
"11 500 грн","ЖК 4 сезони","Голосіїво","Голосіївський","1 кімната","35 / 15 / 10 м²","поверх 4 з 24","спец. проект","монолітно-каркасний","2012"
"20 000 грн","ЖК вул. Феодори Пушиної, 19, 23","Академмістечко","Святошинський","2 кімнати","72 / 42 / 12 м²","поверх 13 з 24","спец. проект","монолітно-каркасний","2005"
"8 000 грн","Позняки","Дарницький","Київ","1 кімната","30 / 15 / 7.5 м²","поверх 7 з 9","серія 96","утеплена панель","1991"
"11 000 грн","Оболонь","Оболонський","Київ","2 кімнати","50 / 33 / 7 м²","поверх 4 з 9","серія 134","утеплена панель",""
"10 999 грн","Лівобережний масив","Дніпровський","Київ","2 кімнати","47 / 23 / 7 м²","поверх 4 з 9","чеський проект","панельні","1968"
"30 640 грн","ЖК Престиж Холл","Нижній Печерськ","Печерський","2 кімнати","60 / 35 / 13 м²","поверх 2 з 18","","",""
"15 000 грн","Нивки","Шевченківський","Київ","2 кімнати","40 / 20 / 9 м²","поверх 2 з 16","","",""
"16 000 грн","Оболонь","Оболонський","Київ","2 кімнати","57 / 35 / 10 м²","поверх 9 з 12","серія КТ","утеплена панель","1979"
"14 000 грн","ЖК Лебединий","Позняки","Дарницький","1 кімната","45 / 20 / 9 м²","поверх 5 з 25","спец. проект","монолітно-каркасний","2018"
"14 000 грн","ЖК просп. Григоренка, 39Б","Осокорки","Дарницький","1 кімната","34 / 19 / 8 м²","поверх 7 з 9","спец. проект","цегляний будинок","2005"
"12 900 грн","ЖМ Патріотика","Осокорки","Дарницький","1 кімната","40 / 15 / 9 м²","поверх 23 з 25","серія КТ","утеплена панель","2015"
"18 000 грн","ЖК Голосіїво","Деміївка","Голосіївський","1 кімната","60 / 35 / 25 м²","поверх 16 з 23","спец. проект","монолітно-каркасний","2008"
"9 000 грн","Академмістечко","Святошинський","Київ","1 кімната","36 / 18 / 8 м²","поверх 4 з 9","гостинка","цегляний будинок","1978"
"7 000 грн","Лук'янівка","Шевченківський","Київ","1 кімната","32 / 16 / 6 м²","поверх 5 з 5","хрущівка","цегляний будинок","1963"
"20 000 грн","ЖК Верховина","Святошино","Святошинський","1 кімната","45 / 20 / 12 м²","поверх 4 з 25","спец. проект","монолітно-каркасний","2018"
"15 000 грн","Поділ","Подільський","Київ","1 кімната","45 / 20 / 12 м²","поверх 4 з 4","дореволюційний","цегляний будинок","1899"
"44 045 грн","ЖК Royal Tower","Нова забудова","Голосіївський","2 кімнати","68 / 39 / 19 м²","поверх 11 з 32","спец. проект","монолітно-каркасний","2016"
"57 450 грн","ЖК Бульвар Фонтанів","Нижній Печерськ","Печерський","2 кімнати","78 / 40 / 35 м²","поверх 10 з 20","спец. проект","монолітно-каркасний","2019"
"9 000 грн","Деміївка","Голосіївський","Київ","1 кімната","39 / 17 / 12 м²","поверх 9 з 14","серія 87","цегляний будинок","1979"
"7 600 грн","Оболонь","Оболонський","Київ","1 кімната","22 / 10.3 / 5 м²","поверх 7 з 9","гостинка","панельні","1977"
"8 000 грн","Теремки-1","Голосіївський","Київ","1 кімната","36 / 18 / 9 м²","поверх 7 з 21","серія КТ","утеплена панель","1989"
"20 000 грн","Поділ","Подільський","Київ","1 кімната","56 / 25 / 20 м²","поверх 5 з 6","спец. проект","цегляний будинок","2002"
"16 000 грн","Поділ","Подільський","Київ","1 кімната","30 / - / 7 м²","поверх 4 з 5","","",""
"16 000 грн","Голосіїво","Голосіївський","Київ","2 кімнати","45 / - / 6 м²","поверх 4 з 5","хрущівка","панельні","1961"
"16 500 грн","ЖК Метро парк","Харьківський","Дарницький","1 кімната","30 / - / 6 м²","поверх 4 з 12","","",""
"10 000 грн","Шевченківський","Київ","","1 кімната","38 / - / 8 м²","поверх 2 з 5","цегляний будинок","",""
"16 500 грн","ЖК Ліко-Град 3","Теремки-2","Голосіївський","2 кімнати","66 / - / 12 м²","поверх 3 з 16","спец. проект","монолітно-каркасний","2017"
"11 500 грн","Північно-Броварський (Комсомольський)","Дніпровський","Київ","2 кімнати","56 / - / 8 м²","поверх 3 з 9","","",""
"10 000 грн","Оболонь","Оболонський","Київ","2 кімнати","48 / - / 5.8 м²","поверх 4 з 9","панельні","1974",""
"16 000 грн","ЖК Нивки-Парк","Святошинський","Київ","2 кімнати","72 / - / 15 м²","поверх 3 з 16","","",""
"16 000 грн","ЖК Молодіжний квартал","Осокорки","Дарницький","2 кімнати","68 / - / 12 м²","поверх 6 з 25","спец. проект","монолітно-каркасний","2014"
"14 500 грн","Нова забудова","Голосіївський","Київ","1 кімната","38 / - / 9 м²","поверх 6 з 14","спец. проект","цегляний будинок","1993"
"53 620 грн","ЖК Введенський","Печерськ","Печерський","2 кімнати","100 / - / 45 м²","поверх 10 з 10","спец. проект","монолітно-каркасний","2004"
"31 406 грн","Київ","","","1 кімната","46 / - / 7 м²","поверх 5 з 34","","",""
"18 000 грн","ЖК Елегант","Нова забудова","Шевченківський","2 кімнати","47 / - / 20 м²","поверх 28 з 31","спец. проект","монолітно-каркасний","2013"
"14 000 грн","Нова забудова","Шевченківський","Київ","1 кімната","39 / - / 8 м²","поверх 8 з 9","совмін","цегляний будинок","1972"
"11 999 грн","Поділ","Подільський","Київ","1 кімната","30 / - / 5 м²","поверх 2 з 9","гостинка","цегляний будинок","1976"
"9 000 грн","Позняки","Дарницький","Київ","1 кімната","35 / - / 14 м²","поверх 1 з 15","АППС","утеплена панель","1994"
"12 000 грн","Нова забудова","Голосіївський","Київ","2 кімнати","63 / - / 15 м²","поверх 17 з 17","спец. проект","цегляний будинок","1986"
"7 500 грн","Харьківський","Дарницький","Київ","2 кімнати","56 / - / 8 м²","поверх 5 з 9","серія Т","утеплена панель","1986"
"32 555 грн","ЖК Метрополіс","Теремки-1","Голосіївський","2 кімнати","65 / - / 15 м²","поверх 34 з 34","спец. проект","монолітно-каркасний","2021"
